Carat,Cut,Crown Height (mm),Girdle Diameter (mm),Pavillion Depth (mm),Table %,Total Depth %,Clarity,Color,Price
0.41,Very Good,4.72,4.77,2.98,56.0,62.8,SI1,H,683
0.41,Excellent,4.78,4.82,2.88,59.0,60.0,SI2,E,683
0.41,Excellent,4.71,4.73,2.92,58.0,61.9,SI2,D,683
0.41,Very Good,4.7,4.73,2.96,57.0,62.8,SI2,E,683
0.41,Ideal,4.81,4.93,2.91,55.0,59.8,SI2,E,683
0.41,Very Good,4.77,4.83,2.88,61.0,60.0,SI1,H,683
0.41,Excellent,4.8,4.85,2.96,59.0,61.3,SI2,E,683
0.41,Very Good,4.79,4.83,2.95,57.0,61.3,SI2,E,683
0.41,Ideal,4.76,4.78,2.92,57.0,61.2,SI1,H,683
0.41,Ideal,4.81,4.85,2.93,57.0,60.7,SI2,E,683
0.41,Excellent,4.74,4.78,2.95,58.0,62.0,SI2,D,683
0.41,Very Good,4.72,4.73,2.97,58.0,62.9,SI1,H,683
0.41,Excellent,4.73,4.77,2.96,58.0,62.3,SI2,D,683
0.41,Good,4.71,4.74,2.99,56.0,63.3,SI1,H,683
0.41,Ideal,4.75,4.78,2.97,57.0,62.3,SI2,D,683
0.41,Ideal,4.72,4.75,2.97,55.0,62.7,SI2,D,683
0.41,Very Good,4.72,4.75,2.98,58.0,62.9,SI2,E,683
0.41,Very Good,4.77,4.8,2.96,55.0,61.9,SI2,E,683
0.41,Very Good,4.75,4.82,3.01,55.0,62.9,SI1,H,683
0.41,Ideal,4.77,4.79,2.99,55.0,62.6,SI1,H,683
0.41,Very Good,4.74,4.77,2.99,58.0,62.9,SI2,E,683
0.41,Excellent,4.71,4.77,2.96,60.0,62.4,SI2,D,683
0.41,Very Good,4.74,4.78,2.97,56.0,62.4,SI1,H,683
0.41,Excellent,4.78,4.8,2.97,59.0,62.0,SI1,H,683
0.41,Excellent,4.77,4.8,2.93,59.0,61.2,SI2,D,683
0.41,Very Good,4.75,4.78,2.99,58.0,62.7,SI2,D,683
0.41,Ideal,4.78,4.83,2.93,56.0,61.0,SI2,D,683
0.41,Ideal,4.76,4.8,2.99,55.0,62.6,SI2,D,683
0.41,Very Good,4.73,4.78,2.92,60.0,61.4,SI1,H,683
0.41,Excellent,4.79,4.83,2.93,60.0,60.9,SI1,H,683
0.41,Excellent,4.73,4.77,2.95,58.0,62.1,SI2,E,683
0.41,Excellent,4.81,4.85,2.92,58.0,60.5,SI1,H,683
0.41,Ideal,4.76,4.8,2.96,57.0,61.9,SI2,E,683
0.4,Very Good,4.76,4.81,2.86,61.0,59.8,SI1,E,684
0.3,Ideal,4.29,4.33,2.68,55.0,62.2,VVS2,F,684
0.3,Ideal,4.32,4.35,2.7,54.0,62.3,VVS2,F,684
0.31,Ideal,4.39,4.41,2.69,55.0,61.1,VS2,G,684
0.36,Ideal,4.58,4.61,2.85,54.0,62.0,VS2,F,684
0.36,Ideal,4.56,4.59,2.81,56.0,61.4,SI1,H,684
0.4,Ideal,4.66,4.71,2.96,56.0,63.2,SI1,E,684
0.37,Good,4.57,4.53,2.91,55.0,64.0,SI1,H,684
0.37,Very Good,4.58,4.54,2.88,57.0,63.2,SI1,H,684
0.32,Excellent,4.44,4.39,2.75,55.0,62.3,SI1,F,684
0.37,Ideal,4.71,4.67,2.8,56.0,59.7,SI1,H,684
0.32,Excellent,4.45,4.42,2.66,59.0,60.0,SI1,F,684
0.32,Excellent,4.5,4.47,2.66,58.0,59.3,SI1,F,684
0.32,Excellent,4.4,4.37,2.75,57.0,62.7,SI1,F,684
0.32,Excellent,4.44,4.41,2.71,59.0,61.2,IF,J,684
0.32,Ideal,4.44,4.4,2.75,55.0,62.2,IF,J,684
0.32,Ideal,4.41,4.37,2.73,56.0,62.2,IF,J,684
0.31,Ideal,4.39,4.35,2.71,56.0,62.0,SI1,D,684
0.31,Ideal,4.37,4.34,2.72,53.0,62.5,SI1,D,684
0.31,Ideal,4.38,4.34,2.67,57.0,61.2,SI1,D,684
0.31,Excellent,4.39,4.35,2.65,59.0,60.6,SI1,D,684
0.31,Ideal,4.37,4.33,2.69,57.0,61.8,SI1,D,684
0.31,Good,4.33,4.29,2.75,57.0,63.8,SI1,D,684
0.39,Excellent,4.75,4.7,2.88,58.0,61.0,SI2,I,684
0.32,Very Good,4.4,4.37,2.77,55.0,63.2,SI1,F,684
0.44,Good,4.8,4.85,3.05,59.0,63.2,SI2,E,684
0.3,Ideal,4.29,4.32,2.67,57.0,62.0,VVS2,G,684
0.3,Ideal,4.31,4.34,2.67,57.0,61.7,VVS1,G,684
0.3,Very Good,4.27,4.3,2.7,54.0,63.0,VVS1,H,684
0.3,Good,4.24,4.27,2.69,57.0,63.2,VVS2,G,684
0.36,Excellent,4.52,4.57,2.84,58.0,62.5,VS2,E,684
0.3,Very Good,4.28,4.32,2.71,57.0,63.0,VVS2,G,684
0.3,Very Good,4.25,4.29,2.66,59.0,62.3,VVS2,G,684
0.3,Very Good,4.22,4.26,2.62,59.0,61.8,VVS2,G,684
0.3,Excellent,4.32,4.36,2.68,58.0,61.8,VVS1,H,684
0.3,Excellent,4.25,4.33,2.66,60.0,62.0,VVS2,G,684
0.3,Very Good,4.24,4.31,2.68,56.0,62.7,VVS2,G,684
0.3,Very Good,4.28,4.34,2.64,58.0,61.3,VVS2,G,684
0.3,Good,4.23,4.27,2.69,57.0,63.3,VVS2,G,684
0.3,Excellent,4.31,4.35,2.65,59.0,61.2,VVS2,G,684
0.3,Good,4.24,4.26,2.71,57.0,63.8,VVS2,G,684
0.3,Ideal,4.29,4.33,2.65,57.0,61.5,VVS2,G,684
0.3,Very Good,4.26,4.29,2.66,58.0,62.2,VVS1,H,684
0.3,Very Good,4.25,4.28,2.68,60.0,62.8,VVS2,G,684
0.3,Very Good,4.24,4.27,2.62,60.0,61.6,VVS2,G,684
0.3,Good,4.29,4.34,2.73,55.0,63.3,VVS1,H,684
0.3,Very Good,4.21,4.26,2.65,60.0,62.6,VVS1,H,684
0.3,Ideal,4.32,4.35,2.64,57.0,60.9,VVS2,G,684
0.3,Very Good,4.26,4.29,2.62,61.0,61.3,VVS1,H,684
0.3,Very Good,4.26,4.29,2.65,59.0,62.0,VVS1,H,684
0.3,Good,4.29,4.34,2.74,56.0,63.5,VVS2,G,684
0.39,Very Good,4.67,4.72,2.93,58.0,62.4,SI1,G,684
0.3,Excellent,4.27,4.29,2.68,58.0,62.6,VVS2,G,684
0.3,Very Good,4.35,4.36,2.64,58.0,60.6,VVS2,G,684
0.3,Ideal,4.32,4.35,2.65,57.0,61.1,VVS2,G,684
0.3,Very Good,4.24,4.27,2.68,56.0,63.0,VVS1,H,684
0.36,Ideal,4.55,4.59,2.82,57.0,61.7,VS2,E,684
0.3,Good,4.22,4.25,2.68,60.0,63.3,VVS1,H,684
0.3,Excellent,4.26,4.29,2.65,58.0,62.0,VVS2,G,684
0.3,Ideal,4.31,4.34,2.66,56.0,61.5,VVS2,G,684
0.3,Very Good,4.22,4.25,2.67,58.0,63.0,VVS1,H,684
0.3,Good,4.27,4.29,2.73,56.0,63.8,VVS2,G,684
0.3,Ideal,4.3,4.34,2.68,55.0,62.0,VVS1,H,684
0.3,Good,4.25,4.26,2.7,54.0,63.5,VVS2,G,684
0.3,Ideal,4.28,4.31,2.68,53.0,62.4,VVS1,H,684
0.3,Ideal,4.32,4.34,2.68,55.0,61.9,VVS1,H,684
0.39,Very Good,4.77,4.7,2.92,57.0,61.7,SI1,G,684
0.3,Ideal,4.3,4.32,2.65,55.0,61.5,VVS2,G,684
0.3,Excellent,4.32,4.34,2.65,58.0,61.2,VVS2,G,684
0.3,Good,4.26,4.3,2.72,57.0,63.6,VVS2,G,684
0.3,Very Good,4.23,4.27,2.64,59.0,62.1,VVS2,G,684
0.3,Very Good,4.29,4.33,2.64,57.0,61.3,VVS2,G,684
0.3,Excellent,4.25,4.28,2.64,59.0,61.9,VVS2,G,684
0.3,Good,4.23,4.28,2.69,57.0,63.2,VVS2,G,684
0.3,Excellent,4.3,4.32,2.63,60.0,61.0,VVS2,G,684
0.3,Very Good,4.26,4.29,2.67,59.0,62.5,VVS1,H,684
0.3,Excellent,4.34,4.38,2.65,58.0,60.8,VVS2,G,684
0.3,Excellent,4.28,4.31,2.67,59.0,62.2,VVS2,G,684
0.3,Good,4.27,4.28,2.7,59.0,63.2,VVS2,E,684
0.3,Good,4.28,4.3,2.72,55.0,63.4,VVS1,H,684
0.3,Very Good,4.3,4.32,2.71,55.0,62.9,VVS2,G,684
0.3,Excellent,4.29,4.32,2.7,59.0,62.7,VVS1,H,684
0.3,Good,4.22,4.28,2.69,59.0,63.3,VVS1,H,684
0.3,Ideal,4.26,4.29,2.68,57.0,62.7,VVS2,G,684
0.3,Very Good,4.24,4.28,2.68,55.0,62.9,VVS2,G,684
0.3,Ideal,4.29,4.33,2.68,55.0,62.2,VVS2,G,684
0.3,Good,4.27,4.31,2.72,57.0,63.4,VVS1,H,684
0.3,Good,4.2,4.23,2.66,56.0,63.1,VVS2,G,684
0.3,Ideal,4.33,4.35,2.63,57.0,60.6,VVS2,G,684
0.3,Ideal,4.26,4.32,2.69,57.0,62.7,VVS2,G,684
0.3,Excellent,4.29,4.32,2.68,58.0,62.3,VVS1,H,684
0.32,Very Good,4.46,4.48,2.71,57.0,60.6,VVS1,G,685
0.31,Very Good,4.36,4.37,2.67,61.0,61.2,SI2,E,435
0.31,Good,4.31,4.34,2.73,54.0,63.1,VS2,I,435
0.31,Good,4.28,4.31,2.73,57.0,63.6,SI1,H,435
0.31,Very Good,4.27,4.31,2.7,56.0,62.9,SI1,H,435
0.25,Very Good,4.02,4.05,2.47,59.0,61.2,VS1,F,435
0.25,Excellent,4.02,4.04,2.48,60.0,61.5,VS1,E,435
0.31,Good,4.3,4.4,2.75,55.0,63.2,VS2,I,435
0.31,Excellent,4.36,4.38,2.67,58.0,61.1,VS2,I,435
0.25,Excellent,4.11,4.13,2.5,59.0,60.7,VS1,E,435
0.31,Very Good,4.37,4.42,2.67,60.0,60.8,VS2,I,435
0.31,Ideal,4.38,4.4,2.63,57.0,59.9,VS2,I,435
0.31,Very Good,4.32,4.34,2.63,61.0,60.7,VS2,I,435
0.31,Excellent,4.41,4.44,2.65,60.0,59.9,VS2,I,435
0.31,Very Good,4.36,4.39,2.7,59.0,61.7,SI1,H,435
0.31,Excellent,4.31,4.34,2.71,58.0,62.7,SI1,H,435
0.31,Ideal,4.41,4.44,2.66,57.0,60.1,SI2,E,435
0.31,Very Good,4.31,4.35,2.7,57.0,62.4,SI1,H,435
0.31,Excellent,4.31,4.32,2.69,60.0,62.3,VS2,I,435
0.31,Excellent,4.35,4.39,2.7,58.0,61.8,VS2,G,435
0.31,Excellent,4.35,4.38,2.66,60.0,60.9,SI2,E,435
0.31,Very Good,4.43,4.47,2.61,60.0,58.7,SI1,H,435
0.31,Very Good,4.33,4.39,2.66,61.0,61.0,SI1,H,435
0.25,Good,4.01,4.04,2.56,57.0,63.6,VS1,F,435
0.31,Very Good,4.28,4.32,2.7,58.0,62.8,SI1,H,435
0.31,Excellent,4.38,4.42,2.63,60.0,59.8,VS2,I,435
0.31,Ideal,4.34,4.37,2.67,55.0,61.3,SI2,E,435
0.31,Excellent,4.34,4.37,2.65,58.0,60.8,VS2,I,435
0.31,Good,4.46,4.51,2.58,60.0,57.5,VS1,H,435
0.25,Very Good,4.01,4.05,2.55,56.0,63.3,VS2,E,436
0.25,Very Good,4.0,4.05,2.5,58.0,62.1,VS1,F,436
0.38,Very Good,4.67,4.7,2.87,57.0,61.3,VS2,F,685
0.31,Ideal,4.33,4.37,2.69,54.4,61.9,VS1,E,685
0.38,Ideal,4.64,4.67,2.89,55.0,62.1,SI1,E,685
0.31,Ideal,4.45,4.5,2.66,57.0,59.4,VS2,D,685
0.35,Very Good,4.47,4.51,2.82,58.0,62.8,VS2,D,685
0.41,Good,4.71,4.73,2.98,57.0,63.1,SI1,E,685
0.41,Ideal,4.78,4.82,2.97,55.0,61.9,VS1,I,685
0.41,Good,4.69,4.73,2.97,56.0,63.1,SI1,F,685
0.33,Ideal,4.49,4.52,2.73,57.0,60.6,VS1,E,686
0.42,Ideal,4.8,4.83,3.0,55.0,62.3,SI2,G,686
0.34,Excellent,4.56,4.6,2.71,60.0,59.2,VS2,F,686
0.34,Ideal,4.47,4.51,2.79,55.0,62.1,VS2,F,686
0.34,Very Good,4.44,4.46,2.8,58.0,62.9,VS2,F,686
0.34,Ideal,4.48,4.5,2.74,57.0,61.0,VS2,F,686
0.34,Ideal,4.45,4.47,2.77,56.0,62.1,VS2,F,686
0.34,Excellent,4.46,4.49,2.8,58.0,62.6,VS2,F,686
0.34,Ideal,4.47,4.51,2.79,56.0,62.1,VS2,F,686
0.34,Good,4.4,4.45,2.79,57.0,63.1,VS1,G,686
0.34,Excellent,4.49,4.53,2.76,59.0,61.2,VS2,F,686
0.34,Ideal,4.46,4.48,2.8,54.0,62.6,VS2,F,686
0.34,Ideal,4.48,4.51,2.81,55.0,62.5,VS2,F,686
0.34,Ideal,4.47,4.53,2.77,57.0,61.6,VS2,F,686
0.34,Excellent,4.44,4.48,2.79,59.0,62.6,VS2,F,686
0.34,Very Good,4.43,4.47,2.79,59.0,62.7,VVS2,H,686
0.34,Very Good,4.46,4.48,2.81,55.0,62.9,VS2,F,686
0.34,Ideal,4.48,4.49,2.79,55.0,62.2,VVS2,H,686
0.34,Excellent,4.46,4.5,2.72,60.0,60.7,VS2,F,686
0.34,Very Good,4.44,4.48,2.78,57.0,62.3,VS2,F,686
0.34,Excellent,4.47,4.52,2.75,59.0,61.2,VS2,F,686
0.34,Very Good,4.44,4.48,2.81,55.0,63.0,VVS2,H,686
0.34,Very Good,4.45,4.49,2.76,60.0,61.7,VS1,G,686
0.34,Ideal,4.47,4.49,2.77,54.0,61.8,VVS2,H,686
0.34,Very Good,4.46,4.5,2.75,58.0,61.4,VVS2,H,686
0.34,Very Good,4.48,4.53,2.72,61.0,60.4,VS1,G,686
0.39,Ideal,4.67,4.7,2.9,54.5,62.0,VVS2,J,687
0.31,Ideal,4.37,4.41,2.69,56.0,61.3,VVS2,G,687
0.31,Ideal,4.38,4.4,2.7,56.0,61.5,VVS2,G,687
0.31,Ideal,4.36,4.38,2.7,54.0,61.8,VVS2,G,687
0.31,Ideal,4.37,4.4,2.71,56.0,61.8,VVS2,G,687
0.31,Ideal,4.4,4.43,2.69,56.0,60.9,VVS2,G,687
0.31,Ideal,4.35,4.39,2.72,54.0,62.2,VVS2,G,687
0.31,Ideal,4.38,4.41,2.73,54.0,62.1,VVS2,G,687
0.31,Ideal,4.37,4.38,2.73,54.0,62.4,VVS2,G,687
0.31,Ideal,4.41,4.44,2.69,56.0,60.8,VVS2,G,687
0.3,Ideal,4.26,4.3,2.68,53.8,62.5,VVS2,G,687
0.33,Ideal,4.5,4.55,2.78,53.0,61.4,VVS1,H,687
0.31,Ideal,4.37,4.4,2.7,55.0,61.6,VVS1,H,687
0.31,Ideal,4.38,4.41,2.72,55.0,61.9,VVS1,H,687
0.31,Ideal,4.35,4.41,2.74,53.0,62.6,VVS1,H,687
0.31,Ideal,4.37,4.4,2.73,54.0,62.3,VVS1,H,687
0.31,Ideal,4.34,4.37,2.71,54.0,62.2,VVS1,H,687
0.31,Ideal,4.35,4.38,2.72,53.0,62.3,VVS1,H,687
0.31,Ideal,4.34,4.37,2.7,54.0,62.0,VVS1,H,687
0.31,Ideal,4.4,4.43,2.71,54.0,61.4,VVS1,H,687
0.24,Ideal,3.92,4.0,2.48,57.0,62.6,VS1,D,687
0.42,Good,4.75,4.79,3.01,56.0,63.1,SI1,G,687
0.4,Good,4.7,4.74,3.01,56.0,63.8,SI1,E,687
0.4,Good,4.66,4.69,2.98,57.0,63.7,SI1,E,687
0.4,Good,4.69,4.74,2.98,56.0,63.2,SI1,E,687
0.42,Very Good,4.79,4.82,2.96,61.0,61.6,SI1,G,687
0.4,Good,4.67,4.71,2.98,55.0,63.5,SI1,E,687
0.42,Excellent,4.75,4.79,2.99,58.0,62.7,SI1,G,687
0.4,Good,4.63,4.68,2.96,56.0,63.6,SI1,F,687
0.42,Ideal,4.78,4.79,3.0,55.2,62.7,SI2,E,687
0.4,Very Good,4.77,4.81,2.94,58.0,61.4,SI1,E,687
0.4,Good,4.63,4.67,2.97,58.0,63.9,SI1,E,687
0.4,Good,4.67,4.71,2.98,55.0,63.5,VS1,I,687
0.4,Very Good,4.69,4.72,2.96,59.0,62.9,SI1,E,687
0.4,Excellent,4.71,4.74,2.88,59.0,61.0,SI1,E,687
0.4,Very Good,4.66,4.69,2.91,62.0,62.2,SI1,E,687
0.4,Very Good,4.65,4.69,2.9,57.0,62.1,SI1,F,687
0.42,Very Good,4.77,4.81,3.02,55.0,63.0,SI1,G,687
0.4,Good,4.66,4.7,2.96,58.0,63.2,SI1,E,687
0.42,Very Good,4.82,4.85,2.93,62.0,60.6,SI1,G,687
0.4,Good,4.65,4.69,2.97,57.0,63.6,SI1,E,687
0.4,Very Good,4.67,4.71,2.91,61.0,62.0,SI1,E,687
0.4,Good,4.7,4.72,2.99,57.0,63.5,SI1,E,687
0.4,Good,4.65,4.69,2.95,56.0,63.2,SI1,E,687
0.4,Good,4.69,4.72,2.98,58.0,63.3,SI1,F,687
0.4,Very Good,4.72,4.76,2.88,62.0,60.8,SI1,E,687
0.4,Good,4.66,4.69,2.98,56.0,63.7,SI1,E,687
0.4,Very Good,4.69,4.72,2.96,58.0,62.9,SI1,F,687
0.4,Good,4.67,4.72,3.0,55.0,63.9,SI1,E,687
0.4,Good,4.68,4.74,2.98,56.0,63.3,SI1,E,687
0.4,Good,4.65,4.67,2.96,58.0,63.5,SI1,E,687
0.4,Good,4.66,4.69,2.95,58.0,63.1,SI1,F,687
0.4,Very Good,4.65,4.68,2.94,57.0,63.0,SI1,E,687
0.4,Very Good,4.68,4.72,2.9,60.0,61.7,SI1,E,687
0.34,Ideal,4.44,4.49,2.77,57.0,62.0,VS1,E,687
0.34,Ideal,4.48,4.54,2.78,55.0,61.6,VS2,D,687
0.34,Excellent,4.55,4.59,2.71,59.0,59.3,VS2,D,687
0.3,Very Good,4.23,4.28,2.66,61.0,62.5,VVS2,E,688
0.28,Very Good,4.24,4.31,2.55,55.0,59.6,IF,E,688
0.32,Ideal,4.36,4.37,2.71,57.0,61.9,VS2,F,688
0.4,Ideal,4.77,4.74,2.94,53.0,61.8,SI2,F,688
0.41,Ideal,4.78,4.81,2.96,54.0,61.7,SI1,G,688
0.38,Ideal,4.64,4.67,2.85,58.0,61.2,SI1,G,688
0.23,Excellent,4.03,3.95,2.35,60.0,58.9,VVS2,D,688
0.43,Very Good,4.83,4.85,2.99,60.0,61.8,SI2,E,688
0.41,Very Good,4.72,4.74,3.03,54.0,64.1,SI1,D,689
0.36,Ideal,4.57,4.6,2.82,55.0,61.4,VVS2,H,689
0.4,Ideal,4.73,4.76,2.95,53.0,62.2,SI2,E,689
0.36,Excellent,4.57,4.55,2.82,59.0,61.8,SI1,G,689
0.36,Very Good,4.53,4.5,2.86,56.0,63.3,SI1,G,689
0.36,Excellent,4.56,4.53,2.82,59.0,62.0,SI1,G,689
0.34,Excellent,4.49,4.46,2.77,56.0,61.9,VS2,H,689
0.34,Ideal,4.58,4.54,2.76,56.0,60.5,VS2,H,689
0.34,Excellent,4.61,4.55,2.7,59.0,59.0,VS2,H,689
0.34,Good,4.44,4.42,2.82,57.0,63.7,VS2,H,689
0.36,Ideal,4.59,4.54,2.86,55.0,62.7,SI1,G,689
0.36,Very Good,4.59,4.56,2.8,63.0,61.2,SI1,G,689
0.36,Excellent,4.57,4.53,2.81,60.0,61.8,SI1,G,689
0.36,Excellent,4.63,4.6,2.81,58.0,60.9,SI2,D,689
0.36,Excellent,4.62,4.58,2.76,58.0,60.0,SI2,D,689
0.36,Ideal,4.6,4.56,2.84,56.0,62.0,SI2,D,689
0.36,Excellent,4.59,4.56,2.8,59.0,61.2,SI2,D,689
0.36,Excellent,4.6,4.54,2.81,60.0,61.5,SI2,D,689
0.36,Ideal,4.57,4.52,2.83,57.0,62.3,SI2,D,689
0.34,Ideal,4.47,4.44,2.79,56.0,62.6,VS1,I,689
0.34,Ideal,4.51,4.47,2.8,55.0,62.4,VS1,I,689
0.34,Excellent,4.51,4.48,2.74,60.0,61.0,VS1,I,689
0.34,Excellent,4.59,4.55,2.72,59.0,59.5,VS1,I,689
0.34,Ideal,4.53,4.48,2.8,56.0,62.2,VS2,H,689
0.34,Ideal,4.55,4.48,2.77,57.0,61.4,VS2,H,689
0.34,Ideal,4.54,4.49,2.82,54.0,62.5,VS2,H,689
0.34,Ideal,4.54,4.5,2.78,54.0,61.5,VS2,H,689
0.34,Excellent,4.56,4.51,2.73,60.0,60.2,VS2,H,689
0.34,Excellent,4.53,4.47,2.76,60.0,61.3,VS2,H,689
0.34,Excellent,4.5,4.47,2.74,58.0,61.1,VS2,H,689
0.34,Excellent,4.51,4.47,2.77,60.0,61.7,VS2,H,689
0.34,Very Good,4.5,4.46,2.83,55.0,63.2,VS2,H,689
0.34,Ideal,4.48,4.46,2.76,57.0,61.7,VS2,H,689
0.34,Excellent,4.44,4.41,2.76,60.0,62.4,VS2,H,689
0.34,Very Good,4.46,4.41,2.8,56.0,63.1,VS2,H,689
0.34,Excellent,4.46,4.42,2.75,60.0,61.9,VS2,H,689
0.34,Excellent,4.46,4.42,2.78,60.0,62.6,VS2,H,689
0.34,Ideal,4.5,4.45,2.8,54.0,62.6,VS2,H,689
0.34,Very Good,4.45,4.39,2.8,56.0,63.3,VS2,H,689
0.34,Good,4.49,4.45,2.86,58.0,64.0,VS1,H,689
0.3,Good,4.23,4.28,2.73,55.0,64.2,VVS2,D,689
0.4,Excellent,4.74,4.78,2.9,60.0,60.9,SI1,D,689
0.4,Very Good,4.69,4.7,2.96,59.0,63.0,SI1,D,690
0.42,Ideal,4.83,4.85,2.98,55.0,61.6,SI1,I,690
0.41,Ideal,4.78,4.8,2.98,54.0,62.2,SI1,F,690
0.4,Ideal,4.75,4.82,2.9,57.0,60.6,SI1,D,690
0.3,Very Good,4.34,4.37,2.67,56.0,61.3,VVS1,G,691
0.3,Very Good,4.35,4.37,2.65,57.0,60.7,VVS1,G,691
0.43,Very Good,4.86,4.89,3.0,54.0,61.5,SI2,I,691
0.3,Very Good,4.3,4.33,2.68,56.0,62.3,IF,H,691
0.44,Ideal,4.9,4.94,3.05,54.0,62.0,SI2,E,691
0.42,Ideal,4.81,4.83,2.97,56.0,61.6,SI1,F,691
0.33,Very Good,4.46,4.49,2.77,56.0,61.9,VVS2,G,692
0.33,Very Good,4.46,4.5,2.75,55.0,61.4,VVS2,G,692
0.33,Very Good,4.43,4.47,2.78,55.0,62.5,VVS1,H,692
0.31,Very Good,4.37,4.4,2.7,55.0,61.6,VS2,D,692
0.32,Ideal,4.42,4.44,2.72,56.0,61.4,VVS2,G,692
0.32,Ideal,4.37,4.4,2.75,55.0,62.7,VVS1,H,692
0.34,Ideal,4.45,4.48,2.79,55.0,62.5,VS2,E,692
0.33,Ideal,4.43,4.44,2.74,55.0,61.8,VS2,D,692
0.31,Ideal,4.32,4.34,2.72,54.0,62.8,VS2,D,692
0.31,Ideal,4.39,4.42,2.68,56.0,60.8,VS2,D,692
0.34,Ideal,4.51,4.55,2.77,57.0,61.1,VS1,F,692
0.31,Ideal,4.36,4.38,2.68,55.0,61.3,VS1,E,692
0.33,Ideal,4.45,4.5,2.75,56.0,61.5,VS1,E,692
0.31,Ideal,4.36,4.38,2.7,55.0,61.8,VS1,E,692
0.31,Ideal,4.37,4.4,2.68,54.0,61.1,VS1,E,692
0.4,Ideal,4.77,4.8,2.93,55.0,61.2,SI1,I,692
0.4,Ideal,4.72,4.76,2.94,55.0,62.0,SI1,G,692
0.31,Ideal,4.38,4.4,2.7,55.0,61.5,SI1,D,692
0.41,Excellent,4.79,4.76,2.94,59.0,61.6,SI2,I,692
0.41,Very Good,4.72,4.7,2.99,57.0,63.5,SI2,I,692
0.37,Excellent,4.6,4.65,2.82,59.0,61.0,VS2,E,692
0.41,Very Good,4.75,4.79,2.95,56.0,61.8,VS1,J,693
0.38,Very Good,4.65,4.69,2.89,54.0,61.9,VS1,G,693
0.3,Ideal,4.27,4.31,2.64,57.0,61.5,VS1,H,693
0.38,Ideal,4.64,4.66,2.91,53.7,62.5,SI1,F,693
0.38,Ideal,4.63,4.67,2.88,53.8,61.8,SI1,E,693
0.33,Excellent,4.52,4.49,2.66,62.0,59.0,VS1,H,693
0.33,Excellent,4.42,4.39,2.75,60.0,62.4,VS1,H,693
0.33,Excellent,4.47,4.43,2.73,61.0,61.3,VS2,G,693
0.33,Excellent,4.59,4.54,2.7,59.0,59.1,SI1,E,693
0.33,Very Good,4.45,4.42,2.8,56.0,63.1,SI1,E,693
0.27,Good,4.14,4.09,2.65,55.0,64.3,VVS2,D,693
0.33,Fair,4.37,4.3,2.85,54.0,65.7,VVS2,F,693
0.38,Ideal,4.64,4.67,2.85,57.0,61.2,VS2,F,693
0.38,Good,4.59,4.62,2.91,57.0,63.2,VS2,E,693
0.4,Very Good,4.66,4.68,2.94,59.0,63.0,VS2,E,693
0.33,Very Good,4.42,4.37,2.79,54.0,63.5,VVS2,F,694
0.3,Very Good,4.25,4.27,2.66,57.0,62.4,VVS2,F,694
0.4,Very Good,4.81,4.82,2.87,58.0,59.6,SI1,F,694
0.39,Very Good,4.68,4.7,2.93,55.0,62.5,SI1,G,694
0.4,Very Good,4.71,4.74,2.94,56.0,62.2,SI1,E,694
0.4,Very Good,4.68,4.75,3.01,54.0,63.8,SI1,D,694
0.3,Ideal,4.33,4.35,2.68,55.0,61.8,VVS2,F,694
0.3,Ideal,4.35,4.39,2.69,53.0,61.6,VVS2,F,694
0.3,Ideal,4.33,4.35,2.67,55.0,61.5,VVS2,F,694
0.3,Ideal,4.32,4.35,2.66,56.0,61.4,VVS2,F,694
0.3,Ideal,4.25,4.28,2.65,57.0,62.1,VVS2,F,694
0.3,Ideal,4.32,4.34,2.67,56.0,61.7,VVS2,F,694
0.3,Ideal,4.27,4.29,2.66,57.0,62.1,VVS2,F,694
0.3,Ideal,4.3,4.35,2.66,58.0,61.5,VVS2,F,694
0.3,Ideal,4.28,4.33,2.66,57.0,61.8,VVS2,F,694
0.3,Ideal,4.28,4.33,2.69,56.0,62.5,VVS2,F,694
0.3,Ideal,4.26,4.28,2.65,58.0,62.1,VS1,E,694
0.3,Ideal,4.27,4.31,2.68,56.0,62.5,VS1,E,694
0.3,Ideal,4.29,4.32,2.64,58.0,61.3,VS1,E,694
0.3,Ideal,4.27,4.29,2.65,58.0,61.9,VS1,E,694
0.44,Ideal,4.93,4.95,3.02,55.0,61.1,SI2,G,694
0.4,Ideal,4.72,4.76,2.94,57.0,62.0,SI1,F,694
0.4,Ideal,4.71,4.76,2.93,57.0,61.9,SI1,F,694
0.4,Ideal,4.76,4.79,2.96,54.0,62.0,SI1,F,694
0.4,Ideal,4.73,4.75,2.96,53.0,62.4,SI1,E,694
0.38,Ideal,4.68,4.69,2.86,56.0,61.0,SI1,E,694
0.4,Ideal,4.72,4.74,2.95,54.0,62.4,SI1,E,694
0.33,Excellent,4.39,4.43,2.74,58.0,62.1,IF,I,694
0.33,Ideal,4.41,4.44,2.75,55.0,62.1,IF,I,694
0.33,Very Good,4.49,4.56,2.67,61.0,59.0,IF,I,694
0.44,Good,4.82,4.86,3.06,57.0,63.2,VS1,J,694
0.33,Ideal,4.46,4.47,2.75,55.0,61.6,IF,I,694
0.33,Ideal,4.41,4.45,2.72,56.0,61.4,IF,I,694
0.33,Very Good,4.44,4.46,2.76,58.0,62.0,IF,I,694
